"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"SH3RF2",758.26961609808,1.8871683016793e-06,0.456395243282206,0.854641045294349,0.392749897359903,0.868903062710246,"Stable"
"PRSS8",666.301519728375,5.74740682987825e-07,0.884098579029159,0.498784551228263,0.617931172087638,0.938237137880488,"Stable"
"NT5C3A",690.567260079403,3.08187061932408e-06,0.250056733628596,0.750703280089102,0.452831248556347,0.892173340019043,"Stable"
"CCDC127",705.030876160099,-1.52181987742781e-06,0.195695935042368,1.74705867805472,0.0806271602100406,0.584823560731942,"Stable"
"ITPR3",216.913623281169,3.66318941694595e-06,0.468113897590568,-1.19568789976154,0.231818375067687,0.784493501749657,"Stable"
"PDGFC",718.843425296428,-2.6058318715456e-07,0.291671652227557,-0.0463976396609567,0.962993317766425,0.996421462947462,"Stable"
"SEMA5A",641.586486223593,3.26641984515136e-07,0.444612683081881,0.134624020958773,0.892909148518661,0.985854768711449,"Stable"
"DSC2",730.690394519828,4.55622154374603e-06,0.395645681426952,1.87661359134896,0.0605710732163671,0.530026044991121,"Stable"
"NEMP1",641.919587576876,8.09769116435457e-07,0.250019143285412,1.01797027653738,0.308692081814462,0.837172977637507,"Stable"
"AGO4",686.508053996125,-1.66327402070824e-06,0.240579912520985,-0.419695376805477,0.674708002893768,0.949881774846329,"Stable"
"METTL16",684.234049429578,6.78910194356036e-06,0.216239747925064,0.211569382813019,0.832442997566192,0.978000113186097,"Stable"
"TRIM15",801.634395339053,1.39712866527592e-06,0.427857500975769,0.58275290500182,0.56005965272476,0.925512985060608,"Stable"
"FAM149B1",735.15580850869,2.74071732304249e-05,0.214019732669856,0.636564277485875,0.524408700005164,0.91376184883115,"Stable"
"YDJC",798.385459099856,1.64216647385683e-06,0.276960836517348,0.381844964965697,0.702576364087708,0.953803602148296,"Stable"
"STING1",553.680455799846,-4.59032014082344e-06,0.274823816802501,-1.18553121073107,0.235807482049494,0.789110351824292,"Stable"
"UQCR11",819.687867410315,-2.24574805213645e-05,0.325134803696671,-1.89557035979347,0.058016879738607,0.521141435942236,"Stable"
"DENND1B",709.727143417659,-3.19616177731246e-07,0.310278673234707,-0.0987598439414653,0.921328952460264,0.988653248961105,"Stable"
"RAI1",649.356405177997,2.49097403102086e-06,0.297991679094491,0.723719599025265,0.469237898256654,0.896966617377207,"Stable"
"DMWD",696.00501263232,-1.0498581629173e-05,0.160151059065412,0.582766024271712,0.5600508197974,0.925512985060608,"Stable"
"PAN3",647.051687122374,7.33995774841131e-07,0.244450572920863,0.169828822699728,0.865144758946701,0.982000183075773,"Stable"
"ZDHHC17",730.920911399645,4.56970772957946e-07,0.204649495919134,0.135043244987475,0.892577682917297,0.985854768711449,"Stable"
"ETHE1",927.323408439674,-5.86303221649278e-07,0.309088970113592,-0.153640892033087,0.877892892542585,0.984073199971896,"Stable"
"TENT4B",790.487600030479,-1.50500346586723e-05,0.202538501571915,0.746566866974857,0.455325054692421,0.89315295648898,"Stable"
"MBOAT1",796.375743441763,2.20794172387535e-06,0.523980121844241,1.18128353953146,0.237490104098828,0.789110351824292,"Stable"
"STC1",751.345122139373,9.47083281060227e-07,0.402284056133976,0.365657765878697,0.714620464687221,0.957512359042379,"Stable"
"IKZF5",777.450645460771,-6.8602654621634e-05,0.181379949574962,0.916242941466025,0.359539487495677,0.858926837204212,"Stable"
"BPGM",771.965972075373,2.05701369978358e-05,0.179315220798437,0.991366354678194,0.321506722923018,0.84521309591792,"Stable"
"CASTOR2",529.687864656209,3.37590101352212e-06,0.318602862238081,1.06547758992398,0.286659861516864,0.825623976728013,"Stable"
"CREB3L4",737.620157599066,4.77004230017722e-06,0.193112290635948,0.897208308016496,0.369607772814776,0.862006080320528,"Stable"
"PFKFB2",725.265640329952,6.58530785547936e-08,0.36326348066641,-0.566619395158528,0.570972794865517,0.928311598784863,"Stable"
"FAN1",735.343820532036,1.74207896686397e-06,0.302909912508102,0.510111798532767,0.609973139791943,0.937726068590418,"Stable"
"ZNF865",729.110035740584,1.09009700625934e-06,0.213752752348247,0.0366062902492091,0.970798927999937,0.997912615128768,"Stable"
"C22orf46",772.773240094924,7.40217654678671e-06,0.180400155515527,1.30969784696146,0.190298072236797,0.754126649884067,"Stable"
"DCP1A",764.420314649346,1.07329744730204e-05,0.127525139097249,1.3763195734471,0.168722715596329,0.732049353364831,"Stable"
"HPS6",790.108531568767,3.91307441906976e-06,0.158349664353767,0.374820929926348,0.707793647363512,0.954859640031809,"Stable"
"KANSL2",691.090455484222,5.051749514897e-08,0.141233803796046,0.00508682013098291,0.995941322257463,0.999062706290317,"Stable"
"ATG14",740.14389731641,1.48677902092689e-06,0.194717798938387,0.276963554411771,0.781808091172078,0.968840497096092,"Stable"
"MTRES1",709.327839420047,-7.11720503844278e-07,0.243150658544519,-0.168841556783569,0.865921269960518,0.982000183075773,"Stable"
"ST3GAL5",742.733239981072,3.69510278240244e-06,0.325290280158523,1.19700676916312,0.231303916336337,0.783998372917027,"Stable"
"CHASERR",693.658750002538,1.67632181873255e-06,0.263152954229627,-1.57533702483429,0.115178672094712,0.654101596742944,"Stable"
"VPS9D1",690.913694642404,-4.82309446340937e-06,0.198896758646054,-0.929203551209489,0.352783607402031,0.858319045832572,"Stable"
"ZNF268",812.800205708679,1.19155528454606e-06,0.195807761793532,0.783594366505739,0.433278162431547,0.884676281289639,"Stable"
"PAFAH1B3",858.870394363605,-1.84914703942747e-05,0.558611521331263,-0.720369133978752,0.471297749042107,0.897066774998415,"Stable"
"ATOH8",953.152306102972,-5.75199596586805e-07,0.578895302954778,-0.324523352620644,0.745541845265214,0.961818815421629,"Stable"
"BMERB1",996.708517812274,-4.49657925612386e-06,0.50000663164395,-2.05869257673573,0.0395236978020585,0.453050706927994,"Stable"
"BCORL1",742.952108654489,2.00460829593194e-06,0.334453085328986,0.652633014241935,0.513992896508189,0.909132037895628,"Stable"
"GOLGA2P5",600.882072924627,-4.28029209025536e-06,0.258109754361731,-1.04372150645162,0.296614256637109,0.8312948795713,"Stable"
"PTPRB",715.55452192034,-2.40000376946636e-06,0.424249409837136,-0.953347716249481,0.340413922585227,0.85373543520722,"Stable"
"BEND7",720.707080317789,2.21210697627814e-06,0.352248602027334,0.783299255082568,0.43345140057228,0.884676281289639,"Stable"
"CCDC71",828.281199998264,-7.38908445180073e-06,0.175138770763803,0.612651456891544,0.540106826356385,0.91932646460556,"Stable"
"UBXN2A",746.079164531636,-2.37080006106521e-07,0.196971965858906,-0.0140000165086612,0.988829967866523,0.998446284034292,"Stable"
"PLA2G6",634.553227926504,1.85589984451674e-05,0.238601647590287,1.77361352736504,0.0761270985827597,0.572740013575148,"Stable"
"SCGN",653.698534301888,9.25246823340141e-07,0.724569001038763,-0.375690122110032,0.70714728225912,0.954639465744499,"Stable"
"BAIAP2L2",548.367646103408,2.79785507814507e-06,0.542384250548726,1.60451154796048,0.108601341072748,0.642406112296513,"Stable"
"HPS3",784.401155486292,3.03933634666789e-06,0.435007490796226,1.34646328764371,0.178153152480988,0.743941637289683,"Stable"
"CCDC198",686.295543170809,2.85750769274225e-06,0.504786392029039,1.50404850987662,0.132568876697039,0.681386958151014,"Stable"
"MTM1",780.111807109637,-1.54652867774888e-06,0.28634888692579,-0.425626695904043,0.670379884481453,0.948960256937162,"Stable"
"C15orf40",773.544301221071,1.05961951451156e-06,0.185475394076731,0.186931908680323,0.851714020638408,0.979563285657982,"Stable"
"KIZ",684.256661008688,-6.55934473739901e-06,0.250159574063879,2.10336098960628,0.0354342257954844,0.436284893863722,"Stable"
"KLHL42",600.827154848465,4.99428133114436e-06,0.192193018940308,0.934848598614145,0.349866330054662,0.857098716943946,"Stable"
"WNK3",862.633291527848,6.81389109660526e-07,0.57066925808114,0.373979329797026,0.708419694639506,0.95519387449168,"Stable"
"IFT27",774.797988133176,-3.13495249419562e-06,0.234986683493351,-0.639831519576832,0.522282138546382,0.913497056524003,"Stable"
"CEP131",815.002620538718,6.00528351840039e-07,0.35037251439962,0.198891865955082,0.842347332432952,0.979563285657982,"Stable"
"ZNF385A",493.860563594658,9.12451273060618e-06,0.2735656101154,-0.333305942404449,0.738903354212208,0.960837458655844,"Stable"
"SMIM4",920.745182707138,-1.41505793627868e-06,0.376846378911365,-0.509088016008205,0.610690531485839,0.937726068590418,"Stable"
"FAM118A",666.270606250316,-1.59081085271806e-05,0.335535254859716,-2.12450495360794,0.0336279422765552,0.428360419414079,"Stable"
"SNHG11",785.257692079409,2.10379399040914e-06,0.349918509568272,0.720692610494144,0.471098659876598,0.896966617377207,"Stable"
"PRAG1",809.443620546148,1.0816043844304e-06,0.473501972257177,0.496780111040622,0.619344122077854,0.938361581630629,"Stable"
"SPATA2",699.601306055021,-2.00754761893896e-05,0.135513107531224,-1.06510368506782,0.286829011863878,0.825623976728013,"Stable"
"SDHAF1",833.705002093603,-2.34652095790182e-06,0.291283805601299,-0.512456776725209,0.608331363486123,0.937726068590418,"Stable"
"LEMD3",732.376884641983,1.3256716037719e-06,0.184438590953661,0.425659766879016,0.67035578287308,0.948960256937162,"Stable"
"LRCH1",732.22506135031,3.15947196958633e-06,0.282104510052577,0.873205100314893,0.382551295354779,0.864741136661278,"Stable"
"KNTC1",602.71173038232,3.49758410288419e-06,0.3217118458485,0.69324222270569,0.488157554962037,0.899706442539521,"Stable"
"KLHL25",783.341731910886,-1.22595492201119e-06,0.30496848642639,-0.910217988024611,0.362707559515345,0.860379036764678,"Stable"
"FAM98C",729.662283552533,1.97833298856336e-06,0.192247753155432,0.365563935585383,0.714690490278173,0.957513346985703,"Stable"
"UBXN11",627.021456767343,-2.68628427059545e-07,0.296425488640321,0.578387321061773,0.563002652082382,0.926377580482367,"Stable"
"REV1",704.014623899974,1.03481194503367e-06,0.256903067175569,0.220811982517499,0.82523883316364,0.97709179954843,"Stable"
"ZC3H12A",678.700284910242,2.52597386504998e-06,0.390322639642168,0.952613647144079,0.340785860047764,0.854031613319964,"Stable"
"DYRK1B",671.077223854159,-2.8107876303419e-06,0.236309200866716,-0.592970336136811,0.553201004607902,0.922768328878325,"Stable"
"BBOX1",981.052188309731,-1.54581726066087,0.661208755306735,-3.16950113560736,0.00152700861485458,0.117026434468676,"Stable"
"CCDC174",741.643947171383,6.15648320118395e-06,0.14807765101552,0.885500647043014,0.375886670787549,0.862709940209151,"Stable"
"MLIP",843.380024898103,-3.06652128056516e-06,0.56913203095954,-1.60205140407657,0.109144242849898,0.642958724347212,"Stable"
"CSGALNACT2",704.704722641293,-4.26949341742822e-06,0.215003141899699,1.28100669118647,0.200191315861148,0.75971074926988,"Stable"
"RBM27",754.833234380512,-7.75424513531321e-06,0.110846726160187,2.06618946075492,0.0388105936126492,0.450070811596558,"Stable"
"PHLDB1",494.513947233052,1.42539418703627e-06,0.376627063564409,0.520313703749028,0.602844946114512,0.937611602728436,"Stable"
"SUPT20H",644.956494163622,3.67134841458174e-07,0.253727745401377,0.0864322271026462,0.931122829256123,0.990714106218585,"Stable"
"PLXDC2",542.59695262417,8.07353111596561e-07,0.44687715577872,0.345920254123832,0.72940264667079,0.960057039944398,"Stable"
"PAIP2B",730.900642454732,-1.19261495258684e-06,0.529953126237544,-0.597719374461174,0.550027195645994,0.922344052803032,"Stable"
"SLC25A29",713.731874418399,2.25824435168226e-06,0.286481021469735,0.628171758925247,0.529891428581275,0.9164878674221,"Stable"
"MID2",745.13371114311,1.9164085653616e-06,0.411952500406431,0.776508713604076,0.437448677923382,0.885991826533919,"Stable"
"USP28",741.39658620262,6.39967820728911e-07,0.205539932409348,-0.0694593841884813,0.944623961257715,0.992749378131883,"Stable"
"KMO",777.868596674625,9.91680398521607e-07,0.593806456374696,0.576701883190501,0.564140860063316,0.926779894467708,"Stable"
"LDAH",749.969692298742,-7.74859547731374e-06,0.151028653494593,-1.11070614769923,0.266694855164306,0.811577521683279,"Stable"
"CHST14",633.31683809708,7.41916151466895e-06,0.197821007628295,1.56938549948576,0.116558140758405,0.655548238794173,"Stable"
"S1PR2",689.768157496579,1.18491265995307e-06,0.413954044861859,-0.575768094172891,0.564771942036143,0.926779894467708,"Stable"
"LYRM7",803.495216064757,4.78394491957762e-06,0.185271424457713,0.861827684519641,0.388782348029816,0.866783914747283,"Stable"
"SERTAD1",736.419217623374,-8.10865444798926e-07,0.312408658771774,-0.245822266061906,0.805819820019162,0.9736751423761,"Stable"
"ABHD13",749.578693092868,-6.63415756793079e-06,0.199205695414702,-1.24694755223095,0.212416729168544,0.767722017669273,"Stable"
"GPAT3",815.571228854724,-2.15091871650619e-07,0.476021055674187,-0.103264403322379,0.917753126577728,0.988085455511034,"Stable"
"PARP16",720.917055220554,9.97395788233003e-07,0.191602040395279,0.181694508005912,0.855822476210284,0.980572844251892,"Stable"
"RETREG1",1162.94318804282,-1.08804351888622e-06,0.792745836392661,-0.802126884353332,0.422479565006156,0.881733024731833,"Stable"
"CRB3",796.354046852267,-2.27402090472865e-06,0.2647054764789,-0.574401368524275,0.565696227060291,0.927421282215923,"Stable"
"CCDC82",697.856964749843,-1.86095183997138e-05,0.195965998578005,1.66609079258299,0.0956953321520166,0.620532172183956,"Stable"
"PLA2G15",713.386044596007,8.77521265013249e-06,0.213358545795536,-0.142065471102929,0.887028291565987,0.985758093692779,"Stable"
"PLEKHA3",781.834965805702,6.38847053040672e-06,0.137957883707957,0.853760454472263,0.393237729928086,0.869117824914717,"Stable"
"ELMOD3",745.590940610967,5.73495109653613e-06,0.202989003563799,0.660072386410134,0.509207378094532,0.907293165757559,"Stable"
"GASK1B",757.16558711371,-1.73722974718194e-06,0.321370304399026,-1.19523294517834,0.231996030062309,0.784540146304459,"Stable"
"THAP11",719.093271893373,8.40304503831828e-07,0.197327168505786,0.157679615590941,0.87470926393478,0.983805416896717,"Stable"
"DNAJB4",775.265380102755,2.12755127039727e-06,0.316361483365874,0.655200523558931,0.512338657297941,0.908891177759228,"Stable"
"CMTM4",469.455043849252,5.79702718660756e-06,0.288046382283113,-0.440692374152453,0.659435718073329,0.947230650741914,"Stable"
"ZSCAN31",761.242251595235,2.37863915754096e-06,0.460837707113457,1.10494937766895,0.269181524861113,0.813667219003565,"Stable"
"ITIH4",667.209093344396,-4.99831294854648e-06,0.385019639274347,1.42174727832546,0.155099629745636,0.715484782101258,"Stable"
"HNF4G",670.725712942155,3.56860738274628e-06,0.325645014406221,1.15535696015472,0.247944279293226,0.79787769747049,"Stable"
"LPIN3",676.732249297846,3.4017626461045e-06,0.330192730075895,1.11545293792683,0.264656375055551,0.809373974746816,"Stable"
"KLHL20",793.374835726733,3.70062241947682e-06,0.301402552433425,1.10248253603384,0.270251946780732,0.814307016322425,"Stable"
"PHACTR2",613.003677468022,-3.23252988333145e-05,0.286984963385397,-1.13645378245891,0.255766697878805,0.804824484403354,"Stable"
"ZNF84",716.149095592413,8.02110944020395e-06,0.178879187275383,1.41089822144298,0.158274626683374,0.716888601102844,"Stable"
"CCDC91",721.000895613461,5.89600079999736e-05,0.163490912380608,0.303227534745453,0.761716466529684,0.964788507326671,"Stable"
"UBE2D4",812.719847456561,-1.13706370414644e-06,0.255510916470643,-0.280945600726209,0.778752124252738,0.968274925819382,"Stable"
"POFUT2",601.105552060577,5.13194650477833e-06,0.250402274781229,1.2700799215451,0.204056162926397,0.762345889972917,"Stable"
"PHF6",710.517099547738,5.71669500325785e-06,0.244339415874201,1.1049970229264,0.269160879124118,0.813667219003565,"Stable"
"RAB37",912.670194714559,-1.35625582537071e-06,0.388661191127742,-0.503302769706303,0.614751419441373,0.937844790326334,"Stable"
"XKR8",727.207977160444,-6.73013226858789e-06,0.235109672637588,-0.248303147894713,0.803899863593741,0.973444045407778,"Stable"
"ANLN",515.900433413475,3.30616496141674e-06,0.363007295784714,1.20079583849964,0.229830406539113,0.782831810728088,"Stable"
"FGF19",208.000883427866,1.36002823332616e-06,1.01674485193836,1.65759800936145,0.0973986317424634,0.62507311673185,"Stable"
"MED18",841.549236944169,9.86263391363143e-05,0.21076088317476,-0.182277746963531,0.855364761477181,0.980572844251892,"Stable"
"MVB12B",796.673793082168,-1.67281047020411e-06,0.229237921912205,-1.5555804951635,0.119807879781811,0.66089827737694,"Stable"
"LHFPL2",560.77716717956,5.17809549931433e-07,0.385304680531002,0.188098022731297,0.850799811065215,0.979563285657982,"Stable"
"CST1",46.6674531257422,8.68982564895098e-07,1.26808552387322,-0.0773056703657543,0.938380380109297,0.991800108738373,"Stable"
"OXNAD1",753.424864342717,-7.83374437016544e-06,0.181338339541672,-1.30070275161415,0.193360220069867,0.755644802388174,"Stable"
"EXOC8",740.518064661079,-2.00583127154925e-06,0.224521525860134,0.751986006935549,0.452059473854414,0.892121341389324,"Stable"
"PNMA1",612.854774942479,1.85711994284217e-06,0.363396317369415,0.65820086608135,0.51040906837096,0.907752048483389,"Stable"
"POMGNT2",752.696000212967,1.02389441742097e-06,0.205882408408398,0.286087887539292,0.77481080837049,0.967968295112584,"Stable"
"MICA",700.744312227123,0.464248453708542,0.202805232795904,3.17520775690309,0.00149729257417793,0.116087501477909,"Stable"
"TRMT6",735.039541079971,1.15542536613325e-05,0.191430133616694,2.25253254226157,0.0242886386275511,0.373620583774735,"Stable"
"CCNYL1",689.013298931774,-2.1802689846894e-05,0.206974433307294,0.543925519474266,0.586492727100564,0.933990695400162,"Stable"
"TXLNG",747.821040886844,-9.86902231753177e-05,0.262982457626815,1.53982786405605,0.123602317995118,0.667981611519397,"Stable"
"EIF4ENIF1",714.105536655448,1.74211846274441e-05,0.130080969913185,2.23361494018717,0.0255084200372819,0.37981389916725,"Stable"
"CCDC51",813.470861326767,5.45599489535341e-06,0.22441263067304,1.20477072062006,0.228291826059198,0.782139566892096,"Stable"
"FBXL15",889.140851571125,-1.40612084949682e-06,0.341603217172698,-0.366707007530702,0.71383757892837,0.957335020235885,"Stable"
"MAP2K5",704.820683672552,3.19094904530744e-06,0.157865831707481,0.46399055219406,0.642654514577319,0.944741942453921,"Stable"
"BTRC",735.785946936559,2.74948106575971e-06,0.231817609419824,0.617339314159927,0.537010940702488,0.917768942427919,"Stable"
"MMP9",393.384658267479,4.40103070711605e-07,0.606398232144393,0.252780780318464,0.800437620553988,0.973161744185953,"Stable"
"SLC2A3",650.161813086513,1.03070653987342e-06,0.405750161378458,0.402830071710485,0.68707323713793,0.951350703065806,"Stable"
"ZFPM1",715.364276003754,7.82533375331335e-07,0.319957575567297,0.237603881172021,0.812188339977166,0.974456476883598,"Stable"
"ZBTB5",696.936234515712,2.1636930891491e-06,0.205141050159135,0.750378127023002,0.453027000647122,0.892173340019043,"Stable"
"NOL9",739.339602340537,1.92080738828322e-06,0.204698906395796,0.649124148224726,0.516258134441382,0.910043467264905,"Stable"
"FRAT1",782.097922245369,-9.53121540141959e-06,0.300651622972756,-0.734844477930044,0.462434215615798,0.894764487915488,"Stable"
"EMID1",474.69689030659,1.43692901806645e-07,0.562676426946849,0.0716549303131291,0.942876524313928,0.992694495261661,"Stable"
"NOA1",689.06655494106,-2.97734223342911e-06,0.15514457956451,0.720130367943211,0.471444731454496,0.897066774998415,"Stable"
"PSENEN",677.298369804094,-1.22541027425017e-05,0.321783028405078,0.704880171962401,0.480884810473258,0.898874857925127,"Stable"
"CWF19L1",729.3589401098,1.55044489300019e-05,0.153387113723434,1.12847413666111,0.259119733567275,0.805670840239085,"Stable"
"FERMT3",583.023847687988,-7.21067213217905e-06,0.295753679424865,-1.97402007167782,0.0483794606975487,0.492919194906818,"Stable"
"SOCS5",666.182183266997,1.26517785169325e-05,0.194168089911915,2.67960333862672,0.00737094477683381,0.229041503581952,"Stable"
"UIMC1",693.321768896675,1.32657337581349e-05,0.131117953029673,1.70551827709521,0.0880978064917369,0.604361009113298,"Stable"
"BICDL1",726.198633756303,-2.46036214549177e-08,0.470577189102812,-0.0164624455028077,0.986865462172737,0.998446284034292,"Stable"
"CRY1",819.200722909909,-4.45076099148093e-06,0.234327981605285,-1.15565588495098,0.24782193940667,0.79787769747049,"Stable"
"NCAPG2",634.913399028676,-4.69229693156592e-07,0.285722169844308,0.00306470456306362,0.997554723373552,0.999414459970678,"Stable"
"NRDE2",690.941409967502,-2.26194008225399e-05,0.184845004882796,-0.15575597405057,0.876225374609001,0.983805416896717,"Stable"
"ASB6",726.559437273707,-4.71909439235314e-07,0.175635447743124,-0.860414057263576,0.389560839668421,0.866961504552168,"Stable"
"C18orf25",732.573638559897,6.69641954369492e-06,0.177030175576932,1.64759652479393,0.0994354940462642,0.629084521770978,"Stable"
"DPY19L3",654.423663674497,-1.94014720649638e-06,0.213782897467462,-0.8597935079599,0.389902878558478,0.866961504552168,"Stable"
"PIGX",737.727557417146,-4.72912534562584e-05,0.161748515773294,1.06820330296163,0.285428815189875,0.825237891245536,"Stable"
"ASNSD1",768.501494320039,-1.99235117267055e-05,0.176429109212957,0.168891907106306,0.865881664947972,0.982000183075773,"Stable"
"COMMD10",777.496087457976,6.68081346295423e-06,0.189156495895453,1.23852667595232,0.215520837127777,0.768621396474407,"Stable"
"ZNF770",765.945567253378,7.60256956975585e-07,0.522753087698022,0.382575275108041,0.70203470563763,0.953803602148296,"Stable"
"NPM3",732.230984891083,-3.45287042175443e-07,0.410160980853985,-0.140536558558678,0.888236069545481,0.985758093692779,"Stable"
"ALMS1",716.735551865776,4.43507014806285e-06,0.236944870617399,1.0295384049803,0.30322674249686,0.836148030148288,"Stable"
"CSRNP2",641.652260969487,5.02136389069476e-06,0.191068354746613,0.934443454691615,0.35007519115037,0.857098716943946,"Stable"
"SP140L",693.206247804287,-3.05716655911956e-07,0.296203598046109,0.267089697464634,0.789400099779354,0.970790308497108,"Stable"
"ROBO4",744.194007429648,-1.22444617191339e-06,0.321189444968348,-0.789557819513061,0.429786050174914,0.884310876042031,"Stable"
"VPS50",707.006500075489,3.8820564987204e-05,0.200014454390183,1.71161000925327,0.0869685625089284,0.602181774227726,"Stable"
"SNHG16",803.936718072389,6.44976248982333e-06,0.219716075349182,1.40057450770187,0.161341348480555,0.722315221043533,"Stable"
"MSL3",702.549325405257,-3.61448065367897e-06,0.156667153357249,-0.541875223749998,0.58790446592801,0.934422808071639,"Stable"
"ZNF544",764.244882536999,0.661201860963842,0.242753819164682,3.4604553850245,0.000539262585508571,0.0669658046758595,"Up in High-risk"
"RNF168",779.029602274801,-4.20705250785618e-05,0.188972882433181,2.09493601958821,0.036176680374797,0.439636436271476,"Stable"
"FLT4",723.842849734283,-1.57882693720816e-06,0.323379487196612,-0.488014465713443,0.625539594794858,0.940546902654018,"Stable"
"DENND2D",682.252752684729,-0.787767827241803,0.393258679128504,-2.97805969134478,0.00290079485005739,0.155473025866873,"Stable"
"BICRAL",766.411189538263,1.47704914428435e-05,0.246235179487883,2.0347491171144,0.041876123270917,0.466269615928902,"Stable"
"TANC1",642.983724605954,2.35548125100841e-06,0.250897250155743,0.572031827090073,0.567300412807155,0.927650491219947,"Stable"
"SNRNP48",751.517504969868,1.30101411880148e-05,0.210831560019484,2.80933827280326,0.00496434545046995,0.197917871529806,"Stable"
"PSMA1",778.648124943162,1.12297169651613e-06,0.311354557128952,0.335409983530916,0.737315837941013,0.960837458655844,"Stable"
"ZNF264",630.610184066446,3.37358352335448e-06,0.264920796444342,0.977515001010455,0.328314254894,0.847271616045868,"Stable"
"WDR44",755.667807588379,-5.88606065915799e-07,0.308018569288881,-0.177259093498108,0.85930488058437,0.981362325543508,"Stable"
"CDCA5",654.620678831094,-2.31935334107196e-07,0.39098559845108,-0.26456135177461,0.791347396291225,0.970790308497108,"Stable"
"FAM122A",760.9891430079,2.30689689602947e-06,0.190754917422374,0.423472380089911,0.671950645958853,0.949346012603924,"Stable"
"DHRS11",791.235888896805,-3.4543952315816e-06,0.247829001091249,-0.604442853696237,0.545549251902004,0.920549442985668,"Stable"
"TGFBRAP1",670.875577236248,2.61886890167544e-06,0.18387937263298,0.463620403787204,0.642919733314012,0.944741942453921,"Stable"
"FBLN7",782.049078048951,-1.47193903831159e-06,0.392298166387376,-0.550527860614654,0.581957373036446,0.932044101898523,"Stable"
"TMCO4",658.321063259347,-5.13421302811396e-06,0.236933537285155,-1.36358545523596,0.172698072336843,0.738116173378741,"Stable"
"POT1",710.672747820831,-4.52231290824708e-05,0.177750273472003,0.112770945297332,0.910212153664573,0.986860635910631,"Stable"
"NAA25",710.158479591641,-1.41225684978132e-06,0.151008894494619,0.901199286819175,0.367482370093245,0.861319876540516,"Stable"
"ARID2",726.73733959924,1.8307182832318e-06,0.226075732065565,0.397918593315669,0.690690193888103,0.952287561714888,"Stable"
"HMG20A",713.629697576286,1.29020218904206e-06,0.345976620881888,0.430155135695647,0.66708279503048,0.948559073824377,"Stable"
"HMGXB4",712.542201299501,6.3082611708385e-06,0.225759737459056,1.40765674243153,0.159232736649097,0.718967601897623,"Stable"
"ANKRD50",707.523071334317,4.29520469810789e-06,0.300422784095181,1.28444587673502,0.198985989595882,0.75971074926988,"Stable"
"TTC39A",682.203580649671,2.16631042326613e-06,0.681755507303454,1.61393021627706,0.106542563675494,0.639314798609527,"Stable"
"DCAF16",664.499314657716,3.14370701975497e-06,0.274179339138042,1.34117939824791,0.17986221355206,0.745616067834977,"Stable"
"PCGF1",754.883575649605,-4.69332712787837e-06,0.190573271593925,0.36220950829629,0.717195474709672,0.958307539045783,"Stable"
"UBE2E2",742.157185702228,3.17538948336516e-08,0.401967874542633,0.00713000102054548,0.994311130468001,0.998485216079776,"Stable"
"FGD6",591.547898221376,1.27120851656519e-06,0.359735785581238,0.506317172042785,0.612634009973481,0.937844790326334,"Stable"
"LCLAT1",694.922658568305,-3.9788538714814e-07,0.227554731272172,-0.0897475244616606,0.928487849233255,0.99062290875522,"Stable"
"HSDL1",784.287874620068,2.83206937408375e-07,0.287297221666295,0.0744643849546761,0.940640879150321,0.992030925308925,"Stable"
"STARD3NL",638.970313471991,5.67276119369102e-06,0.241631496298982,1.40246531305664,0.160776341609443,0.721921035976013,"Stable"
"C17orf75",716.71890367571,6.71929922190639e-06,0.139238956016572,0.906696487141139,0.364567321597843,0.860379036764678,"Stable"
"LGALSL",690.947333572167,-5.47846079323665e-05,0.218312878682303,0.14945679988744,0.881193195132453,0.984459654914495,"Stable"
"NFATC2",670.391412961674,9.9644451013322e-07,0.345968136374441,0.330132721812901,0.741299679533693,0.960939731828826,"Stable"
"TLE2",725.795313368508,-2.35631068977042e-06,0.426799523357408,-0.942771967010289,0.345797553386173,0.855738800032755,"Stable"
"PSTPIP2",689.012899923132,-4.55504615801415e-07,0.437521686417823,-0.194642587282579,0.845672760799368,0.979563285657982,"Stable"
"BAZ2B",722.224315812257,5.16004319273106e-07,0.292144131675825,0.141451176095978,0.887513527968915,0.985758093692779,"Stable"
"CNTLN",717.402628411028,4.95348971632186e-07,0.301670090128676,0.139596685936861,0.88897865922161,0.985854768711449,"Stable"
"TMEM8B",767.732620887921,-2.7560573479993e-06,0.231267819145516,-0.950485809809157,0.341865460817169,0.854625144156148,"Stable"
"GCFC2",733.15740946241,6.05588677624502e-06,0.166462299863966,0.981091524753261,0.326547609497184,0.847011093605108,"Stable"
"RENBP",541.832299429217,1.67925566947687e-06,0.519008216058317,2.79988355176109,0.00511210444221647,0.197917871529806,"Stable"
"LINC00467",784.361772017909,-1.93491092222443e-06,0.296300583881464,-0.466865628279902,0.640596018076217,0.944533528401794,"Stable"
"SMARCAD1",696.87809698933,2.34358826872908e-06,0.296178101523701,-0.489285398346432,0.624639657143446,0.940382937635489,"Stable"
"CDKN2A",756.189692176001,-4.43644651390444e-06,0.621013306110848,-0.355485243380602,0.722226098043672,0.959020870616782,"Stable"
"JARID2",675.129192353036,3.41448145743778e-06,0.242377417310293,1.15155204345181,0.24950519759401,0.798781271561072,"Stable"
